"Adding ""%s"" directory to archive","Adding ""%s"" directory to archive"
"Excluded directories and files: ","Excluded directories and files: "
"Start ""%s"" file upload to cloud server", "Start ""%s"" file upload to cloud server"
"Finish ""%s"" file upload to cloud server","Finish ""%s"" file upload to cloud server"
"Extension doesn't have permissions to change memory limit.","Extension doesn't have permissions to change memory limit."
"Can't write file ""%s""","Can't write file ""%s"""
"Start splitting ""%s"" file into parts","Start splitting ""%s"" file into parts"
"Finish splitting ""%s"" file into parts","Finish splitting ""%s"" file into parts"
"Start getting files for archive","Start getting files for archive"
"Finish getting files for archive","Finish getting files for archive"
"Start packing files","Start packing files"
"Finish packing files","Finish packing files"
"Check profile settings","Check profile settings"
"Can't create backup directory","Can't create backup directory"
"Backup directory is not writable","Backup directory is not writable"
"Deleting "%s" file from the server","Deleting "%s" file from the server"
"File is not deleted","File is not deleted"
"Backup files","Backup files"
"Local Files","Local Files"
"Cloud Server Files","Cloud Server Files"
"""%s"" DB backup file is not uploaded to cloud server","""%s"" DB backup file is not uploaded to cloud server"
"""%s"" file is not uploaded to cloud server","""%s"" file is not uploaded to cloud server"
"Local Storage","Local Storage"
"Local storage is selected.","Local storage is selected."
"Storage application is not specified.","Storage application is not specified."
"Wrong configuration data for cloud application ""%s"".","Wrong configuration data for cloud application ""%s""."
"Class Archive_Tar not exists.","Class Archive_Tar not exists."
"Save and authorize","Save and authorize"
"Authorize","Authorize"
"Can't authorize application. Check storage application settings.","Can't authorize application. Check storage application settings."
"Can't get authorize url. Check storage application settings.","Can't get authorize url. Check storage application settings."
"Cron (Scheduled Tasks)","Cron (Scheduled Tasks)"
"Enable","Enable"
"Start Time","Start Time"
"Frequency","Frequency"
"Error Email Recipient","Error Email Recipient"
"Error Email Sender","Error Email Sender"
"Error Email Template","Error Email Template"
"Mageplace Backup Cron Warnings","Mageplace Backup Cron Warnings"
"Profile ID#%s not founded.","Profile ID#%s not founded."
"Profile not selected","Profile not selected"
"ERROR","ERROR"
"WARNING","WARNING"
"INFO","INFO"
"DEBUG","DEBUG"
"Profile Log Path","Profile Log Path"
"If empty, Magento log folder (%s) will be used.","If empty, Magento log folder (%s) will be used."
"Can't create log directory","Can't create log directory"
"Log directory is not writable","Log directory is not writable"
"Cloud storage was successfully authorized","Cloud storage was successfully authorized"
"Amazon S3","Amazon S3"
"Bucket Path","Bucket Path"
"Location of the bucket","Location of the bucket"
"Access Key","Access Key"
"Your Amazon S3 Access Key","Your Amazon S3 Access Key"
"Secret Key","Secret Key"
"Your Amazon S3 Secret Key","Your Amazon S3 Secret Key"
"Amazon Storage Class","Amazon Storage Class"
"Choose between Standard or Reduced Redundancy for storage class. Reduced Redundancy storage are much cheaper","Choose between Standard or Reduced Redundancy for storage class. Reduced Redundancy storage are much cheaper"
"Bucket Directory","Bucket Directory"
"Can't get content of file '%s'.","Can't get content of file '%s'."
"File ""%s"" must be a file-resource or a string","File ""%s"" must be a file-resource or a string"
"Object ""%s"" not uploaded to cloud server","Object ""%s"" not uploaded to cloud server"
"Bucket ""%s"" not available","Bucket ""%s"" not available"
"Current backup was automatically created by cron script","Current backup was automatically created by cron script"
"Skip ""%s"" table rows backup","Skip ""%s"" table rows backup"
"Connection Timeout","Connection Timeout"
"Value by default - 10 seconds","Value by default - 10 seconds"
"FTP","FTP"
"Host name","Host name"
"Port number","Port number"
"Username","Username"
"Password","Password"
"Timeout","Timeout"
"Timeout by default - 90 seconds","Timeout by default - 90 seconds"
"Port by default - 21","Port by default - 21"
"Error file name","Error file name"
"""%s"" file is not uploaded to FTP server","""%s"" file is not uploaded to FTP server"
"Port by default - 22","Port by default - 22"
"Timeout by default - 10 seconds","Timeout by default - 10 seconds"
"""%s"" file is not uploaded to SFTP server","""%s"" file is not uploaded to SFTP server"
"Could not establish SFTP connection, invalid host or port","Could not establish SFTP connection, invalid host or port"
"Invalid path","Invalid path"
"Max file size","Max file size"
"File size that the backup will be divided into. Default size is 100 Mb.","File size that the backup will be divided into. Default size is 100 Mb."
"File size that the backup will be divided into. Default is disabled (0 Mb).","File size that the backup will be divided into. Default is disabled (0 Mb)."
"Delete record","Delete record"
"Delete record and files","Delete record and files"
"Delete records","Delete records"
"Delete records and files","Delete records and files"
"Are you sure you want to delete backup record and files?","Are you sure you want to delete backup record and files?"
"File ""%s"" does not deleted from the local server","File ""%s"" does not deleted from the local server"
"File ""%s"" does not deleted from the cloud server","File ""%s"" does not deleted from the cloud server"
"File ""%s"" does not exist on the local server","File ""%s"" does not exist on the local server"
"Log File","Log File"
"Please select backup(s)","Please select backup(s)"
"Total of %d record(s) were deleted","Total of %d record(s) were deleted"
"Total of %d record(s) were deleted with errors","Total of %d record(s) were deleted with errors"
"Total of %d record(s) were NOT deleted","Total of %d record(s) were NOT deleted"
"Wrong backup directory","Wrong backup directory"
"Wrong backup file","Wrong backup file"
"The user is not logged into your application.  Your authentication_token is not valid.","The user is not logged into your application.  Your authentication_token is not valid."
"You provided an invalid api_key, or the api_key is restricted from calling this function.","You provided an invalid api_key, or the api_key is restricted from calling this function."
"Wrong uploaded file href","Wrong uploaded file href"
"Wrong backup file data","Wrong backup file data"
"Backup logs","Backup logs"
"Backup Errors","Backup Errors"
"Backup Log","Backup Log"
"Cron settings","Cron settings"
"Error notification email settings","Error notification email settings"
"Success Email Recipient","Success Email Recipient"
"Success Email Sender","Success Email Sender"
"Success Email Template","Success Email Template"
"Cron profile is wrong.","Cron profile is wrong."
"Cron errors recipient is not selected.","Cron errors recipient is not selected."
"Backup settings","Backup settings"
"Delete Settings","Delete Settings"
"Enable Cron Backup","Enable Cron Backup"
"Backup delete type","Backup delete type"
"Disable","Disable"
"Rotation","Rotation"
"Delete old","Delete old"
"No errors","No errors"
"Errors during backup process","Errors during backup process"
"It's not enough time to run backup. To eliminate this error try to split the content (files and DB tables) of this backup profile into smaller parts (profiles which will include the half or less from the original profile content).","It's not enough time to run backup. To eliminate this error try to split the content (files and DB tables) of this backup profile into smaller parts (profiles which will include the half or less from the original profile content)."
"Start check free space","Start check free space"
"Total number of bytes on the corresponding filesystem or disk partition is too small","Total number of bytes on the corresponding filesystem or disk partition is too small"
"Insufficient free space. Total free space %s Mb.","Insufficient free space. Total free space %s Mb."
"Finish check free space","Finish check free space"
"Backup has been finished with errors","Backup has been finished with errors"
"Total Free Space Before Backup Start","Total Free Space Before Backup Start"
"In Mb. If empty, free space will not be checked.","In Mb. If empty, free space will not be checked."
"Wrong backup id #%s","Wrong backup id #%s"
"Error during backup process","Error during backup process"
"Deleting unnecessary file ""%s"" from the server","Deleting unnecessary file ""%s"" from the server"
"Deleting unnecessary cloud file ""%s""","Deleting unnecessary cloud file ""%s"""
"Delete unnesessary files from local server","Delete unnesessary files from local server"
"Delete unnesessary backup files from local server if backup process has errors","Delete unnesessary backup files from local server if backup process has errors"
"Delete unnesessary files from cloud server","Delete unnesessary files from cloud server"
"Delete unnesessary backup files from cloud server if backup process has errors","Delete unnesessary backup files from cloud server if backup process has errors"
"Select tables to calculate disk space","Select tables to calculate disk space"
"Exclude All","Exclude All"
"Up","&uarr;"
"Extension can't get memory limit","Extension can't get memory limit"
"Memory limit too low (%sb)","Memory limit too low (%sb)"
"The peak of memory usage, that's been allocated to backup process is %s Mb","The peak of memory usage, that's been allocated to backup process is %s Mb"
"Check Memory Limit","Check Memory Limit"
"Start check memory limit","Start check memory limit"
"Finish check memory limit","Finish check memory limit"
"Memory limit too low (%s Mb)","Memory limit too low (%s Mb)"
"Wrong input data","Wrong input data"
"Cron Expression","Cron Expression"
"Default","Default"
"Custom","Custom"
"Expression example: */5 * * * *","Expression examples: */5 * * * *(every 5 minutes) or * * * * *(every minute) or some other"
"Frequency  Hours : Minutes","Frequency  Hours : Minutes"
"Failure if running more then","Failure if running more then"
"minutes","minutes"
"Schedule has 'running' status for too long","Schedule has 'running' status for too long"
"Status","Status"
"Running","Running"
"Finished","Finished"
"Errors","Errors"
"Interrupted Unsuccessfully","Interrupted Unsuccessfully"
"Unknown","Unknown"
"If empty, folder '%s' will be used.","If empty, folder '%s' will be used."
"Attention: in order to avoid possible interference with Native Magento Backup, don't use native Magento Backup folder (%s)!","Attention: in order to avoid possible interference with native Magento Backup, don't use Native Magento Backup folder (%s)!"
"Client Id","Client Id"
"Client Secret","Client Secret"
"To get &quot;Client Id&quot; and &quot;Client Secret&quot; create your application on &lt;a href=&quot;https://app.box.com/developers/services/edit/&quot; target=&quot;_blank&quot;&gt;Create a Box Application&lt;/a&gt;","To get &quot;Client Id&quot; and &quot;Client Secret&quot; create your application on &lt;a href=&quot;https://app.box.com/developers/services/edit/&quot; target=&quot;_blank&quot;&gt;Create a Box Application&lt;/a&gt;"
"Error callback state check","Error callback state check"
"Callback method not exists","Callback method not exists"
"Error during unserializing session cloud storage","Error during unserializing session cloud storage"
"Error authorize url. Check storage application settings.","Error authorize url. Check storage application settings."
"Error callback code","Error callback code"
"Error auth token response","Error auth token response"
"Error tokens","Error tokens"
"Error refresh token","Error refresh token"
"Error response body","Error response body"
"Error header auth tokens","Error header auth tokens"
"Error during create the folder '%s'","Error during create the folder '%s'"
"Error response object","Error response object"
"Error response message","Error response message"
"Error decode body","Error decode body"
"File ""%s"" doesn't exist","File ""%s"" doesn't exist"
"Wrong additional backup data","Wrong additional backup data"
"Your application already authorized. Are you sure you want to re-authorize?","Your application already authorized. Are you sure you want to re-authorize?"
"Save and re-authorize","Save and re-authorize"
"Backup model error","Backup model error"
"Backup ID error","Backup ID error"
"Empty response body","Empty response body"
"Can't get backup model","Can't get backup model"
"Backup already finished","Backup already finished"
"File ""%s"" has not been deleted. Please, delete it manually.","File ""%s"" has not been deleted. Please, delete it manually."
"Error step","Error step"
"Error step method: %s","Error step method: %s"
"DB and Files","DB and Files"
"DB","DB"
"Files","Files"
"Step data error","Step data error"
"Error %d: %s","Error %d: %s"
"Can't finish backup with errors: %s","Can't finish backup with errors: %s"
"Error backup id - %s","Error backup id - %s"
"Error backup model","Error backup model"
"Error secret string","Error secret string"
"Error data to start progress process","Error data to start progress process"
"Starting backup process","Starting backup process"
"Prepare data to start backup process","Prepare data to start backup process"
"Check memory limit","Check memory limit"
"Check free space","Check free space"
"DB tables backup","DB tables backup"
"Upload DB backup file(s) to cloud server","Upload DB backup file(s) to cloud server"
"Finish DB tables backup","Finish DB tables backup"
"Filesystem backup","Filesystem backup"
"Upload filesystem backup file(s) to cloud server","Upload filesystem backup file(s) to cloud server"
"Finish filesystem backup","Finish filesystem backup"
"Finish backup","Finish backup"
"Step %1$d from %2$d","Step %1$d from %2$d"
"Step %d","Step %d"
"Prepare DB backup file(s) to upload to cloud server","Prepare DB backup file(s) to upload to cloud server"
"Step files error","Step files error"
"Write file ""%s"" error. Split process was stopped.","Write file ""%s"" error. Split process was stopped."
"Prepare filesystem backup file(s) to upload to cloud server","Prepare filesystem backup file(s) to upload to cloud server"
"Deleting ""%s"" file from the local server","Deleting ""%s"" file from the local server"
"File ""%s"" is not deleted","File ""%s"" is not deleted"
"Multiple Steps","Multiple Steps"
"Multiple Steps Settings","Multiple Steps Settings"
"Manual Process","Manual Process"
"Cron Process","Cron Process"
"Database files prepare step error","Database files prepare step error"
"Database cloud step error","Database cloud step error"
"Files step error","Files step error"
"Files pack step data error","Files pack step data error"
"Files pack step error","Files pack step error"
"Files prepare step data error","Files prepare step data error"
"Files prepare step error","Files prepare step error"
"Wrong backup item key: %s","Wrong backup item key: %s"
"Wrong backup step object key: %s","Wrong backup step object key: %s"
"Step object error","Step object error"
"Error backup object","Error backup object"
"Log file is not readable","Log file is not readable"
"Log file is not writable","Log file is not writable"
"Wrong backup id code","Wrong backup id code"
"Backup code id error","Backup code id error"
"Wrong finish object key: %s","Wrong finish object key: %s"
"Wrong backup process object key: %s","Wrong backup process object key: %s"
"Wrong backup process item object key: %s","Wrong backup process item object key: %s"
"Wrong object key: %s","Wrong object key: %s"
"Files ""%s"" does not deleted from the cloud server","Files ""%s"" does not deleted from the cloud server"
"Memory limit test passed","Memory limit test passed"
"Tar archive file name was not specified.","Tar archive file name was not specified."
"In seconds. Must be bigger than %s or equal to 0 to disable multi step time based process.","In seconds. Must be bigger than %s or equal to 0 to disable multi step time based process."
"Process Time","Process Time"
"Cron Process Time","Cron Process Time"
"File ""%s"" not readable","File ""%s"" not readable"
"Start files compressing","Start files compressing"
"Finish files compressing","Finish files compressing"
"Adding ""%s"" link to archive","Adding ""%s"" link to archive"
"Adding ""%s"" file to archive","Adding ""%s"" file to archive"
"Unable to open file ""%s"" in binary read mode","Unable to open file ""%s"" in binary read mode"
"Start temp tar file compressing","Start temp tar file compressing"
"Compressing filesystem backup file(s)","Compressing filesystem backup file(s)"
"Compressing tar file","Compressing tar file"
"Error chunk upload response","Error chunk upload response"
"Step cloud files error","Step cloud files error"
"Step database cloud files error","Step database cloud files error"
"Chunk size","Chunk size"
"Please don't change this setting without explicit instructions from extension developers.","Please don't change this setting without explicit instructions from extension developers."
"Bytes from %1$s to %2$s were added (total: %3$s)","Bytes from %1$s to %2$s were added (total: %3$s)"
"Error chunk upload id","Error chunk upload id"
"Error chunk upload complete response","Error chunk upload complete response"
"Error chunk upload part response","Error chunk upload part response"
"SFTP connection error: unable to open connection as %s@%s:%d","SFTP connection error: unable to open connection as %s@%s:%d"
"SFTP connection error: invalid path","SFTP connection error: invalid path"
"SFTP connection error: invalid file name","SFTP connection error: invalid file name"
"SFTP connection error: file ""%s"" must be a file-resource or a string","SFTP connection error: file ""%s"" must be a file-resource or a string"
"Backup secret code is wrong.","Backup secret code is wrong."
"Current backup was automatically created by TEST script","Current backup was automatically created by TEST script"
"Empty error body","Empty error body"
"Warnings","Warnings"
"Cron","Cron"
"Profile object is wrong","Profile object is wrong"
"Errors list is empty","Errors list is empty"
"Enough free space to proceed","Enough free space to proceed"
"Profile Backup Filename Suffix","Profile Backup Filename Suffix"
"Max 10 characters. Only letters, digits and characters '-' and '_'.","Max 10 characters. Only letters, digits and characters '-' and '_'."
"Temp file ""%s"" is not deleted","Temp file ""%s"" is not deleted"
"Please authorize (re-authorize) your profile cloud storage application","Please authorize (re-authorize) your profile cloud storage application"
"Unknown response status","Unknown response status"
"Class MP_Archive_Tar not exists.","Class MP_Archive_Tar not exists."
"Authentication settings","Authentication settings"
"Authentication","Authentication"
"Enable and fill in the settings below in case the site is protected with Apache authentication","Enable and fill in the settings below in case the site is protected with Apache authentication"
"User","User"
"Password","Password"
"Disable cache during backup process","Disable cache during backup process"
"CURL","CURL"
"PUT","PUT"
"FTP","FTP"
"Success email settings","Success email settings"
"Mageplace Backup Cron Delete Warnings","Mageplace Backup Cron Delete Warnings"
